Chr	Start	End	Cytoband	Gene	RefSeqName	Start.1	End.1	ks_stat	ks_p	log10_ks_p	n_events	Peak.Start	Peak.End	Peak.Start.1	Peak.End.1	type	arm	direction	telcent	negpos	iter	conf	n_right	n_left	ksby	log10_ksby	combined_sig	code
5	129083883	129100756	q23.3	KIAA1024L	NM_001257308	0.393721689675452	0.393592132179758	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	129240522	129522327	q23.3	CHSY3	NM_175856	0.392518954147212	0.39035514509879	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	130494975	130501041	q23.3	HINT1	NR_073488	0.382886773198612	0.382840196077242	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	130506606	130541119	q23.3	LYRM7	NM_181705	0.382797465829892	0.382532461512409	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	130599701	130730382	q31.1	CDC42SE2	NM_020240	0.382082645995741	0.381079226147772	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	130759613	130970929	q31.1	RAPGEF6	NM_001164387	0.380854779092914	0.379232212165867	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	130977406	131132756	q31.1	FNIP1	NM_133372	0.37918247922569	0.377989641143781	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131142683	131281391	q31.1	MEIKIN	NM_001303622	0.377913417753764	0.376848363459169	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131285666	131347761	q31.1	ACSL6	NM_001205250	0.376815538336541	0.376338748631384	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131396346	131398896	q31.1	IL3	NM_000588	0.375965693992121	0.375946114094413	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131409484	131411863	q31.1	CSF2	NM_000758	0.375864815287775	0.375846548394973	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131520568	131528498	q31.1	P4HA2-AS1	NR_047470	0.375011868873287	0.374950979230612	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131528303	131563556	q31.1	P4HA2	NM_001142598	0.374952476516907	0.374681790189894	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131553541	131553611	q31.1	MIR6830	NR_106888	0.374758689278341	0.374758151790953	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131593350	131609147	q31.1	PDLIM4	NM_003687	0.374453020200757	0.374331724654057	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131630144	131679899	q31.1	SLC22A4	NM_003059	0.374170501472815	0.37378846311578	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131646968	131705608	q31.1	MIR3936HG	NR_110997	0.374041320218293	0.373591059354932	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131701181	131701291	q31.1	MIR3936	NR_037500	0.37362505159303	0.373624206969992	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131705400	131731306	q31.1	SLC22A5	NM_003060	0.373592656460314	0.373393740056387	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131746464	131811736	q31.1	C5orf56	NM_001207001	0.373277351001701	0.372776167047517	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131817300	131826465	q31.1	IRF1	NR_149068	0.372733444478559	0.37266307202268	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131877135	131879214	q31.1	IL5	NM_000879	0.372274007937644	0.372258044562219	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131892615	131980313	q31.1	RAD50	NM_005732	0.372155146440973	0.371481766884441	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131973739	131991846	q31.1	TH2LCRR	NR_132125	0.37153224462857	0.371393211998064	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	131992215	131996801	q31.1	IL13	NM_001354993	0.37139037867169	0.371355165569381	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132009677	132018370	q31.1	IL4	NM_172348	0.371256298603545	0.37118955034834	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132014776	132018321	q31.1	LOC105379176	NR_134248	0.371217146486521	0.371189926589512	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132028318	132073270	q31.1	KIF3A	NM_001300792	0.371113165712107	0.370768006668284	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132083136	132090095	q31.1	CCNI2	NM_001287253	0.370692251660133	0.37063881773537	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132086508	132113067	q31.1	SEPT8	NM_001098811	0.370666360124812	0.370462429731394	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132149015	132152489	q31.1	SOWAHA	NM_175873	0.370186406922457	0.370159732191227	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132157832	132166590	q31.1	SHROOM1	NM_001172700	0.370118706546736	0.3700514591961	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132196873	132202576	q31.1	GDF9	NM_001288825	0.369818934473638	0.369775144608294	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132202318	132204536	q31.1	UQCRQ	NM_014402	0.369777125633239	0.369760094961429	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132209357	132210582	q31.1	LEAP2	NM_052971	0.369723077437175	0.369713671407884	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132211070	132299354	q31.1	AFF4	NM_014423	0.36970992435295	0.369032045259141	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132332676	132362296	q31.1	ZCCHC10	NR_125337	0.368776185905646	0.368548751956588	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132387661	132440709	q31.1	HSPA4	NM_002154	0.368353989562333	0.367946666262886	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132532151	132948223	q31.1	FSTL4	NM_015082	0.367244538809484	0.364049775202043	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	132763287	132763398	q31.1	MIR1289-2	NR_031621	0.365469786167707	0.365468933866277	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133249367	133252960	q31.1	WSPAR	NR_131252	0.361737473745085	0.361709885285295	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133291197	133304406	q31.1	C5orf15	NM_020199	0.361416286638768	0.361314862768643	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133304379	133305914	q31.1	LOC105379183	NR_134247	0.361315070085207	0.361303283754626	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133307565	133340824	q31.1	VDAC1	NM_003374	0.36129060673066	0.361035231115814	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133450388	133483920	q31.1	TCF7	NM_003202	0.360193955856038	0.359936484040379	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133492081	133512724	q31.1	SKP1	NM_006930	0.359873820689324	0.359715315658588	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133531942	133561950	q31.1	PPP2CA	NM_002715	0.359567752335394	0.359337339170528	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133561447	133561543	q31.1	MIR3661	NR_037434	0.359341201401331	0.35934046427577	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133634114	133706738	q31.1	CDKL3	NM_001349365	0.358783235743796	0.358225600257085	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133706866	133727799	q31.1	UBE2B	NM_003337	0.358224617423004	0.358063885658803	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133737755	133747598	q31.1	CDKN2AIPNL	NM_080656	0.35798743959544	0.357911861190289	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133764741	133770738	q31.1	LOC102546229	NR_105044	0.357780230528955	0.357734183216582	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133842242	133844921	q31.1	LINC01843	NR_105045	0.357185147528079	0.3571645771179	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133860065	133918920	q31.1	JADE2	NM_001308143	0.35704829556069	0.356596383843209	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133936838	133968533	q31.1	SAR1B	NM_016103	0.356458802428651	0.356215435817733	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	133984474	134063601	q31.1	SEC24A	NM_021982	0.356093034582691	0.35548546651763	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	134074169	134087850	q31.1	CAMLG	NM_001745	0.355404321278817	0.355299273208018	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	134094423	134166826	q31.1	DDX46	NR_125341	0.35524880314228	0.354692864580037	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	134181369	134195425	q31.1	C5orf24	NM_152409	0.354581197735974	0.354473270268454	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	134209459	134237323	q31.1	TXNDC15	NM_024715	0.354365511725541	0.354151561031532	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	134240809	134298336	q31.1	PCBD2	NM_032151	0.354124794159607	0.353683079345716	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	134263728	134263802	q31.1	MIR4461	NR_039666	0.353948813110368	0.353948244909415	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	134303595	134347397	q31.1	CATSPER3	NM_178019	0.353642698686091	0.353306369792214	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	134363423	134369964	q31.1	PITX1	NM_002653	0.353183315893915	0.353133091536697	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	134368969	134680370	q31.1	C5orf66	NM_001277348	0.353140731535999	0.350749672819909	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
5	134374520	134375737	q31.1	C5orf66-AS1	NR_105049	0.353098108786127	0.353088764183966	0.326824124529524	1.07110313159024e-15	14.9701687109383	166	126086511	134440389	0.352592340832362	0.416736684636815	kirc	5q	amp	tel	p	1	0.95	145	31	2.03197658412247e-13	12.692081301036245	4.1480783596687125	p
3	50712671	51421629	p21.2	DOCK3	NM_004947	0.549430580395053	0.557461969967122	0.473496423635793	2.5571803249335604e-44	43.5922386457076	227	50840364	52743824	0.550877143137311	0.572440379316114	kirc	3p	del	tel	p	1	0.95	222	5	9.70239071923755e-42	41.01312124014161	19.41956622934823	p
3	51422667	51426828	p21.2	MANF	NM_006010	0.557473728889902	0.557520866536997	0.473496423635793	2.5571803249335604e-44	43.5922386457076	227	50840364	52743824	0.550877143137311	0.572440379316114	kirc	3p	del	tel	p	1	0.95	222	5	9.70239071923755e-42	41.01312124014161	19.41956622934823	p
3	51428698	51435336	p21.2	RBM15B	NM_013286	0.557542050723507	0.557617248921396	0.473496423635793	2.5571803249335604e-44	43.5922386457076	227	50840364	52743824	0.550877143137311	0.572440379316114	kirc	3p	del	tel	p	1	0.95	222	5	9.70239071923755e-42	41.01312124014161	19.41956622934823	p
3	51433297	51534018	p21.2	DCAF1	NM_001171904	0.557594150228191	0.558735162233258	0.473496423635793	2.5571803249335604e-44	43.5922386457076	227	50840364	52743824	0.550877143137311	0.572440379316114	kirc	3p	del	tel	p	1	0.95	222	5	9.70239071923755e-42	41.01312124014161	19.41956622934823	p
3	51572698	51702676	p21.2	RAD54L2	NM_001322256	0.559173346369198	0.56064579460139	0.473496423635793	2.5571803249335604e-44	43.5922386457076	227	50840364	52743824	0.550877143137311	0.572440379316114	kirc	3p	del	tel	p	1	0.95	222	5	9.70239071923755e-42	41.01312124014161	19.41956622934823	p
3	51705190	51738339	p21.2	TEX264	NM_015926	0.560674274304538	0.561049800827864	0.473496423635793	2.5571803249335604e-44	43.5922386457076	227	50840364	52743824	0.550877143137311	0.572440379316114	kirc	3p	del	tel	p	1	0.95	222	5	9.70239071923755e-42	41.01312124014161	19.41956622934823	p
3	51741048	51752625	p21.2	GRM2	NM_001349117	0.561080489577199	0.561211638950047	0.473496423635793	2.5571803249335604e-44	43.5922386457076	227	50840364	52743824	0.550877143137311	0.572440379316114	kirc	3p	del	tel	p	1	0.95	222	5	9.70239071923755e-42	41.01312124014161	19.41956622934823	p
